client_id,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,age,is_investor,has_loan,is_corporate,age_group,cluster,segment,pca_1,pca_2
CL100789,Corporate,Not Specified,United Arab Emirates,Middle East,Personal use,Yes,Agent Referral,4.0,36.0,0,1,1,30-39,4,Corporate Buyers,-0.6683569205068282,2.953962926369058
CL100790,Corporate,Not Specified,United States,North America - West,Investment,No,Friend/Family,3.0,30.0,1,0,1,<30,2,Corporate Investors,2.900619037691906,0.8263895719652788
CL100791,Individual,Male,Germany,Europe - West,Personal use,Yes,Website,2.0,33.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.450363974894908,0.1790714966580673
CL100792,Individual,Female,United Kingdom,Europe - West,Investment,No,Property Portal,3.0,57.0,1,0,0,50-59,1,Cash Investors,1.562071427826838,-1.0559745087246932
CL100793,Individual,Male,United States,North America - East,Personal use,No,Agent Referral,5.0,31.0,0,0,0,30-39,5,Cash Home Buyers,-0.8431643960970748,-0.32794162702843743
CL100794,Individual,Male,United States,North America - West,Personal use,Yes,Property Portal,4.0,47.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1836601948212158,0.572331929435252
CL100795,Individual,Male,United Kingdom,Europe - West,Investment,No,Website,3.0,53.0,1,0,0,50-59,1,Cash Investors,1.5163564638415707,-1.182797575341259
CL100796,Individual,Female,United States,North America - East,Investment,No,Property Portal,3.0,45.0,1,0,0,40-49,1,Cash Investors,1.4293954436212168,-1.4284958121349987
CL100797,Individual,Male,United States,North America - West,Personal use,Yes,Website,5.0,25.0,0,1,0,<30,0,Mortgage Home Buyers,-2.373176387156377,-0.13527161897075654
CL100798,Corporate,Not Specified,India,South Asia,Investment,No,Friend/Family,5.0,42.0,1,0,1,40-49,2,Corporate Investors,3.1437205178146015,1.1549138220276152
CL100799,Individual,Female,India,South Asia,Personal use,No,Property Portal,4.0,54.0,0,0,0,50-59,5,Cash Home Buyers,-0.6432706455474945,0.4068106345587723
CL100800,Corporate,Not Specified,India,South Asia,Investment,No,Agent Referral,5.0,39.0,1,0,1,30-39,2,Corporate Investors,3.1104058739383547,1.0643553412051325
CL100801,Individual,Male,United Kingdom,Europe - West,Personal use,No,Agent Referral,5.0,52.0,0,0,0,50-59,5,Cash Home Buyers,-0.610981423737238,0.32397065393959695
CL100802,Individual,Female,Australia,Oceania,Personal use,Yes,Agent Referral,5.0,37.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.23982162914804,0.24114441320920627
CL100803,Individual,Female,United Arab Emirates,Middle East,Investment,Yes,Agent Referral,4.0,43.0,1,1,0,40-49,3,Leveraged Investors,-0.0013105597223027692,-1.128510404221683
CL100804,Individual,Male,United States,North America - East,Personal use,Yes,Friend/Family,3.0,26.0,0,1,0,<30,0,Mortgage Home Buyers,-2.471721129428759,-0.058908239932365165
CL100805,Individual,Female,United States,North America - West,Personal use,Yes,Website,5.0,35.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2626130669850264,0.17516280053783126
CL100806,Individual,Female,India,South Asia,Personal use,Yes,Website,3.0,31.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.4172638909706414,0.0949860860823652
CL100807,Individual,Male,United States,North America - East,Investment,Yes,Agent Referral,3.0,44.0,1,1,0,40-49,3,Leveraged Investors,-0.04546697566370484,-1.0754684355968396
CL100808,Individual,Female,France,Europe - West,Investment,No,Agent Referral,3.0,43.0,1,0,0,40-49,1,Cash Investors,1.4064719174729359,-1.4893372660801893
CL100809,Individual,Female,Brazil,Latin America,Personal use,Yes,Website,3.0,47.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.24036257869648,0.5916811572961058
CL100810,Individual,Female,United States,North America - East,Personal use,Yes,Friend/Family,2.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.416370557215945,0.2735247062502072
CL100811,Individual,Female,United States,North America - West,Investment,No,Website,3.0,31.0,1,0,0,30-39,1,Cash Investors,1.2731171594645987,-1.8657532982601521
CL100812,Individual,Female,Brazil,Latin America,Personal use,Yes,Property Portal,3.0,43.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2830982708482934,0.4701566883058014
CL100813,Individual,Other,United Arab Emirates,Middle East,Investment,No,Friend/Family,3.0,29.0,1,0,0,<30,1,Cash Investors,1.2518289170578862,-1.926517298422306
CL100814,Individual,Female,United States,North America - East,Personal use,No,Agent Referral,5.0,53.0,0,0,0,50-59,5,Cash Home Buyers,-0.5999250917201028,0.3550140958904559
CL100815,Individual,Female,Australia,Oceania,Investment,No,Property Portal,4.0,39.0,1,0,0,30-39,1,Cash Investors,1.4182701994769435,-1.6367549905141359
CL100816,Individual,Female,Australia,Oceania,Investment,No,Social Media,4.0,38.0,1,0,0,30-39,1,Cash Investors,1.4061450770474075,-1.6669735042691325
CL100817,Corporate,Not Specified,France,Europe - West,Personal use,No,Social Media,4.0,63.0,0,0,1,60+,4,Corporate Buyers,1.0929013408112052,3.40888996874909
CL100818,Individual,Female,United Arab Emirates,Middle East,Investment,Yes,Agent Referral,4.0,40.0,1,1,0,30-39,3,Leveraged Investors,-0.03447955577370799,-1.2216407300742593
CL100819,Individual,Male,Canada,North America - East,Personal use,Yes,Friend/Family,4.0,22.0,0,1,0,<30,0,Mortgage Home Buyers,-2.460733709538762,-0.20508053440978474
CL100820,Individual,Male,United States,North America - East,Personal use,Yes,Website,4.0,29.0,0,1,0,<30,0,Mortgage Home Buyers,-2.384163807046374,0.01090067550666303
CL100821,Individual,Female,United Arab Emirates,Middle East,Investment,No,Social Media,4.0,52.0,1,0,0,50-59,1,Cash Investors,1.5609337252872988,-1.2323653169571096
CL100822,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Website,2.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.3508569867406925,0.4584624742157963
CL100823,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Agent Referral,5.0,65.0,1,0,1,60+,2,Corporate Investors,3.397870506383867,1.8714848319274608
CL100824,Individual,Female,Singapore,Southeast Asia,Personal use,No,Social Media,3.0,45.0,0,0,0,40-49,5,Cash Home Buyers,-0.7990591720726483,0.15024311187089
CL100825,Individual,Female,United States,North America - East,Personal use,Yes,Website,4.0,34.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.328882146960699,0.16611788526095692
CL100826,Individual,Male,United Arab Emirates,Middle East,Investment,No,Agent Referral,4.0,31.0,1,0,0,30-39,1,Cash Investors,1.3290086812258521,-1.8838570961644794
CL100827,Individual,Female,Canada,North America - East,Investment,No,Property Portal,3.0,28.0,1,0,0,<30,1,Cash Investors,1.2414377993299204,-1.956234325299598
CL100828,Individual,Male,Singapore,Southeast Asia,Investment,Yes,Agent Referral,4.0,51.0,1,1,0,50-59,3,Leveraged Investors,0.08714009641477805,-0.8801628686148125
CL100829,Individual,Female,Canada,North America - East,Personal use,Yes,Website,4.0,23.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4505017991491846,-0.1753599761984895
CL100830,Individual,Male,United Arab Emirates,Middle East,Investment,No,Agent Referral,4.0,32.0,1,0,0,30-39,1,Cash Investors,1.3400650132429872,-1.8528136542136204
CL100831,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Property Portal,4.0,51.0,1,0,1,50-59,2,Corporate Investors,3.188679972299449,1.4576297413328958
CL100832,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Friend/Family,3.0,59.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.106862172863301,0.9655253444459746
CL100833,Corporate,Not Specified,India,South Asia,Investment,No,Social Media,4.0,45.0,1,0,1,40-49,2,Corporate Investors,3.121273189784238,1.272194017823605
CL100834,Individual,Female,India,South Asia,Personal use,Yes,Property Portal,3.0,32.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.4047179230367797,0.12867882684635468
CL100835,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Friend/Family,3.0,56.0,1,0,1,50-59,2,Corporate Investors,3.1880836701374182,1.633519062687607
CL100836,Individual,Male,India,South Asia,Investment,No,Property Portal,4.0,26.0,1,0,0,<30,1,Cash Investors,1.2745378832541876,-2.0403197358752996
CL100837,Individual,Male,Brazil,Latin America,Investment,Yes,Friend/Family,4.0,43.0,1,1,0,40-49,3,Leveraged Investors,-0.001164911897461229,-1.1310822492517767
CL100838,Corporate,Not Specified,Germany,Europe - West,Investment,Yes,Property Portal,4.0,60.0,1,1,1,50-59,2,Corporate Investors,1.8251917352998888,2.1198461074231165
CL100839,Individual,Female,France,Europe - West,Personal use,Yes,Social Media,3.0,31.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.4168430454663152,0.09846031309135803
CL100840,Corporate,Not Specified,United States,North America - East,Investment,No,Agent Referral,3.0,57.0,1,0,1,50-59,2,Corporate Investors,3.1989943543297117,1.6671343496685596
CL100841,Individual,Male,India,South Asia,Personal use,No,Website,5.0,36.0,0,0,0,30-39,5,Cash Home Buyers,-0.7885615098141154,-0.176619146043801
CL100842,Individual,Male,France,Europe - West,Personal use,Yes,Website,2.0,49.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.273462662620747,0.6757665678718079
CL100843,Individual,Female,Germany,Europe - West,Investment,No,Social Media,4.0,22.0,1,0,0,<30,1,Cash Investors,1.2292437647732462,-2.163668575482873
CL100844,Individual,Male,United States,North America - East,Personal use,Yes,Event,5.0,45.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.151536688965348,0.4879769953727744
CL100845,Corporate,Not Specified,Australia,Oceania,Personal use,No,Friend/Family,4.0,31.0,0,0,1,30-39,4,Corporate Buyers,0.7395022923861139,2.4133484830521796
CL100846,Corporate,Not Specified,United Kingdom,Europe - West,Investment,No,Property Portal,4.0,30.0,1,0,1,<30,2,Corporate Investors,2.956496999939612,0.8057174603648615
CL100847,Individual,Male,India,South Asia,Personal use,Yes,Friend/Family,4.0,41.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.250663401213195,0.38474486265653207
CL100848,Individual,Male,United States,North America - West,Investment,No,Property Portal,4.0,55.0,1,0,0,50-59,1,Cash Investors,1.595171511751105,-1.1400599193003953
CL100849,Individual,Male,Brazil,Latin America,Personal use,No,Friend/Family,5.0,46.0,0,0,0,40-49,5,Cash Home Buyers,-0.677173768015207,0.13513815720435052
CL100850,Individual,Female,United States,North America - East,Investment,No,Agent Referral,4.0,40.0,1,0,0,30-39,1,Cash Investors,1.4285156693800678,-1.6044661186067501
CL100851,Individual,Female,United States,North America - East,Personal use,Yes,Social Media,3.0,49.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2178290691578835,0.6572422682068161
CL100852,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Agent Referral,4.0,49.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.162358392900956,0.6356642432934961
CL100853,Individual,Female,Australia,Oceania,Personal use,Yes,Website,5.0,46.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1409934147965406,0.5166406619972779
CL100854,Corporate,Not Specified,United States,North America - East,Personal use,Yes,Agent Referral,3.0,65.0,0,1,1,60+,4,Corporate Buyers,-0.4029360399684479,3.876221269617947
CL100855,Individual,Female,Germany,Europe - West,Investment,No,Agent Referral,5.0,30.0,1,0,0,<30,1,Cash Investors,1.3731650971672542,-1.9368990647893225
CL100856,Individual,Female,India,South Asia,Personal use,Yes,Website,4.0,57.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.0745865105665917,0.880117050130709
CL100857,Individual,Male,Singapore,Southeast Asia,Investment,Yes,Agent Referral,5.0,27.0,1,1,0,<30,3,Leveraged Investors,-0.12299912403792679,-1.6472040021094079
CL100858,Corporate,Not Specified,United Kingdom,Europe - West,Investment,Yes,Property Portal,4.0,45.0,1,1,1,40-49,2,Corporate Investors,1.6593467550428627,1.654194478160234
CL100859,Individual,Female,France,Europe - West,Investment,Yes,Agent Referral,5.0,48.0,1,1,0,40-49,3,Leveraged Investors,0.10918384832190997,-0.9952917211413734
CL100860,Individual,Female,India,South Asia,Personal use,Yes,Property Portal,4.0,33.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3384488430611072,0.1377237421232289
CL100861,Individual,Male,India,South Asia,Personal use,Yes,Website,3.0,23.0,0,1,0,<30,0,Mortgage Home Buyers,-2.505714547107722,-0.153361449524505
CL100862,Corporate,Not Specified,India,South Asia,Investment,No,Event,4.0,62.0,1,0,1,60+,2,Corporate Investors,3.309323046419536,1.798838079305567
CL100863,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Friend/Family,3.0,64.0,0,1,0,60+,0,Mortgage Home Buyers,-2.0515805127776257,1.1207425542002687
CL100864,Individual,Other,United States,North America - West,Personal use,Yes,Property Portal,5.0,31.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.30534875913684,0.05363833154752684
CL100865,Individual,Female,Australia,Oceania,Investment,No,Social Media,3.0,33.0,1,0,0,30-39,1,Cash Investors,1.295650669003195,-1.800192187349442
CL100866,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Friend/Family,4.0,30.0,0,1,0,<30,0,Mortgage Home Buyers,-2.372283053401681,0.04326700119708548
CL100867,Individual,Female,India,South Asia,Personal use,Yes,Agent Referral,3.0,54.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.162289480773818,0.8128799797217746
CL100868,Individual,Male,United States,North America - West,Personal use,No,Agent Referral,4.0,38.0,0,0,0,30-39,5,Cash Home Buyers,-0.8209828199356665,-0.08863900669844152
CL100869,Individual,Male,United States,North America - East,Personal use,Yes,Friend/Family,3.0,35.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3722141412745428,0.22048273762536386
CL100870,Individual,Female,India,South Asia,Personal use,Yes,Website,4.0,57.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.0745865105665917,0.880117050130709
CL100871,Individual,Male,United States,North America - East,Investment,Yes,Website,4.0,48.0,1,1,0,40-49,3,Leveraged Investors,0.053292326560656605,-0.9771879232370464
CL100872,Individual,Female,Brazil,Latin America,Personal use,Yes,Property Portal,5.0,31.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.30534875913684,0.05363833154752684
CL100873,Individual,Female,United Kingdom,Europe - West,Investment,Yes,Website,5.0,27.0,1,1,0,<30,3,Leveraged Investors,-0.123677897840643,-1.6510987308790652
CL100874,Individual,Female,India,South Asia,Investment,No,Friend/Family,4.0,53.0,1,0,0,50-59,1,Cash Investors,1.5723936334276656,-1.20347321827568
CL100875,Individual,Female,Australia,Oceania,Investment,No,Website,3.0,42.0,1,0,0,40-49,1,Cash Investors,1.3947368116530847,-1.5242754368007054
CL100876,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Agent Referral,3.0,24.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4939794412878706,-0.11842327880398887
CL100877,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Agent Referral,4.0,23.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4498230253464683,-0.17146524742883207
CL100878,Individual,Female,United Arab Emirates,Middle East,Investment,Yes,Social Media,4.0,29.0,1,1,0,<30,3,Leveraged Investors,-0.15635713626058406,-1.5635390932943705
CL100879,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Property Portal,4.0,54.0,1,0,1,50-59,2,Corporate Investors,3.221848968350854,1.550760067185472
CL100880,Individual,Male,Germany,Europe - West,Personal use,Yes,Property Portal,3.0,23.0,0,1,0,<30,0,Mortgage Home Buyers,-2.5042249111909953,-0.15071215071137428
CL100881,Individual,Male,United Arab Emirates,Middle East,Investment,No,Agent Referral,5.0,29.0,1,0,0,<30,1,Cash Investors,1.3621087651501191,-1.9679425067401815
CL100882,Individual,Male,Australia,Oceania,Personal use,No,Agent Referral,3.0,30.0,0,0,0,<30,5,Cash Home Buyers,-0.9646462240312844,-0.31498801563132717
CL100883,Individual,Female,Germany,Europe - West,Investment,No,Property Portal,3.0,35.0,1,0,0,30-39,1,Cash Investors,1.3188321234498661,-1.7389302316435864
CL100884,Individual,Male,United States,North America - East,Personal use,No,Website,3.0,59.0,0,0,0,50-59,5,Cash Home Buyers,-0.644691369337083,0.58137707217392
CL100885,Individual,Female,United Kingdom,Europe - West,Investment,No,Website,4.0,38.0,1,0,0,30-39,1,Cash Investors,1.4057242315430816,-1.6704477312781252
CL100886,Corporate,Not Specified,United Kingdom,Europe - West,Investment,No,Social Media,5.0,44.0,1,0,1,40-49,2,Corporate Investors,3.16542960572564,1.2191520491987617
CL100887,Individual,Male,United States,North America - West,Personal use,No,Property Portal,4.0,46.0,0,0,0,40-49,5,Cash Home Buyers,-0.731721301684575,0.15846309895190214
CL100888,Individual,Male,United States,North America - West,Personal use,Yes,Agent Referral,4.0,39.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.272921713072307,0.32522982378490833
CL100889,Individual,Male,India,South Asia,Investment,Yes,Website,4.0,45.0,1,1,0,40-49,3,Leveraged Investors,0.020123330509251393,-1.0703182490896228
CL100890,Individual,Other,United Kingdom,Europe - West,Personal use,Yes,Event,3.0,44.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2730185168995574,0.5009306067698848
CL100891,Corporate,Not Specified,Brazil,Latin America,Personal use,No,Property Portal,4.0,49.0,0,0,1,40-49,4,Corporate Buyers,0.9391814829837145,2.973456853241205
CL100892,Individual,Male,Canada,North America - East,Personal use,Yes,Friend/Family,4.0,71.0,0,1,0,60+,0,Mortgage Home Buyers,-1.918973440699143,1.3160481211822956
CL100893,Individual,Male,United States,North America - West,Personal use,Yes,Friend/Family,3.0,52.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.1842564969832465,0.7482212507899633
CL100894,Individual,Male,India,South Asia,Personal use,No,Property Portal,4.0,29.0,0,0,0,<30,5,Cash Home Buyers,-0.9196789459758715,-0.3692754142126972
CL100895,Individual,Female,Australia,Oceania,Personal use,No,Friend/Family,4.0,45.0,0,0,0,40-49,5,Cash Home Buyers,-0.7434428479908792,0.12609324192747617
CL100896,Individual,Female,Canada,North America - East,Personal use,Yes,Property Portal,5.0,32.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.294292427119705,0.08468177349838567
CL100897,Individual,Male,United States,North America - East,Investment,No,Social Media,4.0,46.0,1,0,0,40-49,1,Cash Investors,1.4945957331844884,-1.4186259686622622
CL100898,Corporate,Not Specified,United States,North America - West,Personal use,Yes,Agent Referral,5.0,43.0,0,1,1,40-49,4,Corporate Buyers,-0.5357498484283453,3.149268493351085
CL100899,Individual,Male,France,Europe - West,Personal use,Yes,Property Portal,4.0,29.0,0,1,0,<30,0,Mortgage Home Buyers,-2.3826741711296475,0.013549974319793764
CL100900,Individual,Female,Germany,Europe - West,Personal use,Yes,Friend/Family,3.0,44.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.272707153120327,0.499873715183093
CL100901,Corporate,Not Specified,Canada,North America - East,Investment,No,Agent Referral,4.0,63.0,1,0,1,60+,2,Corporate Investors,3.3205450943910595,1.831396474699728
CL100902,Corporate,Not Specified,United States,North America - East,Investment,No,Social Media,4.0,53.0,1,0,1,50-59,2,Corporate Investors,3.2097238459213187,1.5205415534304754
CL100903,Individual,Female,France,Europe - West,Personal use,Yes,Property Portal,3.0,51.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.194647614711213,0.7185042239126715
CL100904,Individual,Female,Brazil,Latin America,Personal use,Yes,Agent Referral,4.0,46.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.195527388952361,0.5425339174409199
CL100905,Individual,Male,United Arab Emirates,Middle East,Investment,No,Friend/Family,4.0,43.0,1,0,0,40-49,1,Cash Investors,1.4618303132563146,-1.5139076377842677
CL100906,Individual,Other,France,Europe - West,Personal use,Yes,Website,3.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3619822308849656,0.25020329583665907
CL100907,Corporate,Not Specified,United States,North America - West,Investment,No,Social Media,5.0,32.0,1,0,1,30-39,2,Corporate Investors,3.032753621520019,0.8466307457884565
CL100908,Individual,Male,Canada,North America - East,Personal use,Yes,Event,2.0,53.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.228724276703879,0.8023201110015984
CL100909,Individual,Female,United Kingdom,Europe - West,Personal use,No,Property Portal,4.0,40.0,0,0,0,30-39,5,Cash Home Buyers,-0.7980592937873857,-0.02779755275325058
CL100910,Corporate,Not Specified,India,South Asia,Investment,Yes,Property Portal,5.0,50.0,1,1,1,40-49,2,Corporate Investors,1.7698411630870752,1.7874131612405435
CL100911,Individual,Female,Singapore,Southeast Asia,Investment,Yes,Friend/Family,4.0,59.0,1,1,0,50-59,3,Leveraged Investors,0.17573640037670016,-0.6343871780380361
CL100912,Individual,Male,Australia,Oceania,Investment,No,Social Media,4.0,41.0,1,0,0,40-49,1,Cash Investors,1.4393140730988128,-1.573843178416556
CL100913,Individual,Female,Brazil,Latin America,Investment,No,Friend/Family,5.0,41.0,1,0,0,40-49,1,Cash Investors,1.4949303971805818,-1.5979930483599698
CL100914,Individual,Female,Brazil,Latin America,Personal use,Yes,Agent Referral,4.0,46.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.195527388952361,0.5425339174409199
CL100915,Corporate,Not Specified,Brazil,Latin America,Personal use,No,Social Media,2.0,30.0,0,0,1,<30,4,Corporate Buyers,0.6176168883286726,2.4284534377187192
CL100916,Individual,Male,United States,North America - West,Personal use,Yes,Social Media,4.0,32.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.350573965490643,0.10750522836823226
CL100917,Individual,Male,United States,North America - East,Personal use,No,Social Media,2.0,45.0,0,0,0,40-49,5,Cash Home Buyers,-0.8542719200311855,0.1722416385448745
CL100918,Individual,Female,United Kingdom,Europe - West,Investment,Yes,Agent Referral,3.0,41.0,1,1,0,40-49,3,Leveraged Investors,-0.07863597171511005,-1.168598761449416
CL100919,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Agent Referral,5.0,32.0,1,0,1,30-39,2,Corporate Investors,3.033011549818409,0.8470512475491212
CL100920,Individual,Male,United States,North America - West,Personal use,No,Agent Referral,4.0,49.0,0,0,0,40-49,5,Cash Home Buyers,-0.6993631677471804,0.25283885476100515
CL100921,Corporate,Not Specified,Singapore,Southeast Asia,Investment,No,Agent Referral,5.0,45.0,1,0,1,40-49,2,Corporate Investors,3.176743866041165,1.2506159929102854
CL100922,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Agent Referral,3.0,41.0,1,0,1,40-49,2,Corporate Investors,3.0220930420555505,1.1704392784548192
CL100923,Individual,Female,France,Europe - West,Personal use,Yes,Website,4.0,45.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2072624947722126,0.5075957467204035
CL100924,Corporate,Not Specified,United States,North America - West,Investment,No,Property Portal,3.0,49.0,1,0,1,40-49,2,Corporate Investors,3.1113545603066415,1.4175413841051627
CL100925,Individual,Female,Canada,North America - East,Investment,No,Website,5.0,35.0,1,0,0,30-39,1,Cash Investors,1.4277679834502135,-1.785576583804686
CL100926,Individual,Male,United States,North America - East,Investment,No,Property Portal,4.0,44.0,1,0,0,40-49,1,Cash Investors,1.4735518595626191,-1.4815377807598418
CL100927,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Agent Referral,5.0,40.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2066526330966347,0.33427473906178257
CL100928,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Property Portal,3.0,33.0,1,0,1,30-39,2,Corporate Investors,2.9344532480324803,0.9208463128914223
CL100929,Corporate,Not Specified,India,South Asia,Investment,No,Friend/Family,5.0,56.0,1,0,1,50-59,2,Corporate Investors,3.298509166054493,1.589522009339638
CL100930,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Property Portal,3.0,48.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.227816610762618,0.6253738980600954
CL100931,Corporate,Not Specified,United Kingdom,Europe - West,Personal use,No,Property Portal,2.0,39.0,0,0,1,30-39,4,Corporate Buyers,0.718192666895289,2.707019487080586
CL100932,Individual,Female,Germany,Europe - West,Personal use,No,Friend/Family,4.0,55.0,0,0,0,50-59,5,Cash Home Buyers,-0.6328795278195284,0.43652766143606403
CL100933,Corporate,Not Specified,India,South Asia,Investment,No,Website,5.0,61.0,1,0,1,60+,2,Corporate Investors,3.3529664045126104,1.7434163353543684
CL100934,Corporate,Not Specified,India,South Asia,Investment,Yes,Social Media,4.0,49.0,1,1,1,40-49,2,Corporate Investors,1.702503292699002,1.7791931741595313
CL100935,Individual,Female,United States,North America - East,Investment,No,Agent Referral,5.0,49.0,1,0,0,40-49,1,Cash Investors,1.5832354054928208,-1.3470736677230057
CL100936,Individual,Female,Australia,Oceania,Personal use,Yes,Property Portal,4.0,32.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3495051750782423,0.10668030017237017
CL100937,Individual,Male,United States,North America - East,Personal use,No,Property Portal,3.0,53.0,0,0,0,50-59,5,Cash Home Buyers,-0.7095397255231667,0.3977657192818982
CL100938,Corporate,Not Specified,Australia,Oceania,Investment,Yes,Agent Referral,5.0,32.0,1,1,1,30-39,2,Corporate Investors,1.5700163246646328,1.229876636081612
CL100939,Individual,Female,United States,North America - West,Personal use,Yes,Friend/Family,4.0,54.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.106931084990439,0.7883096080176961
CL100940,Individual,Female,Canada,North America - East,Investment,Yes,Agent Referral,3.0,45.0,1,1,0,40-49,3,Leveraged Investors,-0.03441064364656977,-1.0444249936459808
CL100941,Individual,Female,Singapore,Southeast Asia,Personal use,No,Friend/Family,4.0,35.0,0,0,0,30-39,5,Cash Home Buyers,-0.8540061681622302,-0.18434117758111163
CL100942,Individual,Male,United States,North America - East,Personal use,Yes,Social Media,4.0,43.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2289543133021565,0.44898308982767887
CL100943,Individual,Male,Germany,Europe - West,Investment,No,Social Media,5.0,45.0,1,0,0,40-49,1,Cash Investors,1.5387521491258904,-1.4716679372871055
CL100944,Individual,Male,Germany,Europe - West,Investment,No,Property Portal,3.0,35.0,1,0,0,30-39,1,Cash Investors,1.3188321234498661,-1.7389302316435864
CL100945,Corporate,Not Specified,Canada,North America - East,Personal use,No,Agent Referral,4.0,43.0,0,0,1,40-49,4,Corporate Buyers,0.8720326287668935,2.7884416314925784
CL100946,Individual,Female,India,South Asia,Investment,Yes,Property Portal,3.0,48.0,1,1,0,40-49,3,Leveraged Investors,-0.0004307854811538901,-0.952540097749931
CL100947,Corporate,Not Specified,Singapore,Southeast Asia,Investment,Yes,Friend/Family,5.0,53.0,1,1,1,50-59,2,Corporate Investors,1.8023449448493114,1.8792170720195527
CL100948,Individual,Male,Singapore,Southeast Asia,Investment,No,Agent Referral,4.0,62.0,1,0,0,60+,1,Cash Investors,1.6717549737570399,-0.921510395687857
CL100949,Corporate,Not Specified,United Kingdom,Europe - West,Investment,No,Agent Referral,5.0,31.0,1,0,1,30-39,2,Corporate Investors,3.021955217801274,0.8160078055982625
CL100950,Individual,Male,France,Europe - West,Personal use,No,Website,3.0,29.0,0,0,0,<30,5,Cash Home Buyers,-0.9763813298511357,-0.3499261863518434
CL100951,Individual,Male,Canada,North America - East,Personal use,No,Social Media,4.0,31.0,0,0,0,30-39,5,Cash Home Buyers,-0.8986350723540022,-0.30636360211511754
CL100952,Individual,Male,Canada,North America - East,Investment,No,Property Portal,4.0,58.0,1,0,0,50-59,1,Cash Investors,1.6283405078025102,-1.046929593447819
CL100953,Individual,Female,United States,North America - East,Personal use,Yes,Website,5.0,62.0,0,1,0,60+,0,Mortgage Home Buyers,-1.9640921025223792,1.0133357332110182
CL100954,Individual,Male,Australia,Oceania,Personal use,No,Website,5.0,53.0,0,0,0,50-59,5,Cash Home Buyers,-0.600603865522819,0.35111936712079844
